isolate,year,state,region,country,continent,vir_cutoff,Pc14,Pc35,Pc36,Pc38,Pc39,Pc40,Pc45,Pc46,Pc48,Pc50,Pc51,Pc52,Pc53,Pc54,Pc55,Pc56,Pc57,Pc58,Pc59,Pc60,Pc61,Pc62,Pc63,Pc64,Pc67,Pc68,Pc70,Pc71,Pc91,Pc94,Pc96,MARVELOUS,H548,IAB605Xsel.,WIX4361-9,TAM-O-405,Belle,HiFi,Leggett,Stainless
92MNB-290,1992,MN,North,USA,N_America,3,4,4,4,4,4,4,1,4,2,1,4,1,1,1,4,1,1,3,4,3,1,1,4,1,3,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
92MNB-291,1992,MN,North,USA,N_America,3,4,4,3,4,4,4,1,4,1,1,3,1,NA,1,4,1,1,2,4,4,NA,1,4,1,3,NA,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-292,1992,MN,North,USA,N_America,3,1,1,4,1,3,1,1,3,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,2,1,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-293,1992,MN,North,USA,N_America,3,4,4,4,4,4,1,1,4,1,1,4,1,1,3,4,1,1,NA,1,3,1,1,4,1,1,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
92MNB-295,1992,MN,North,USA,N_America,3,4,4,2,4,4,4,4,1,1,1,4,1,1,1,4,4,3,3,1,4,4,1,4,1,3,0,4,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
92MNB-296,1992,MN,North,USA,N_America,3,4,4,4,4,4,4,NA,3,1,1,1,1,1,3,4,4,1,3,2,2,1,1,4,2,4,1,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
92MNB-297,1992,MN,North,USA,N_America,3,4,4,4,4,4,3,1,4,1,1,4,1,1,3,4,4,1,1,1,3,1,3,4,3,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-298,1992,MN,North,USA,N_America,3,4,4,4,1,1,4,NA,1,0,NA,0,1,1,4,1,4,1,3,4,4,3,1,1,1,2,0,4,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-299,1992,MN,North,USA,N_America,3,4,4,1,1,3,1,NA,1,1,1,4,1,1,1,4,1,1,1,4,NA,4,1,1,1,1,1,3,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
92MNB-300,1992,MN,North,USA,N_America,3,4,1,4,4,4,1,1,4,1,1,4,1,1,1,4,1,1,1,1,4,3,1,4,1,3,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
92MNB-301,1992,MN,North,USA,N_America,3,4,4,4,4,4,4,4,1,1,NA,4,1,1,1,4,1,1,3,4,4,4,1,4,1,3,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-303,1992,MN,North,USA,N_America,3,4,4,4,4,4,4,1,1,1,1,4,4,1,1,4,1,2,3,4,4,4,1,3,1,4,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-304,1992,MN,North,USA,N_America,3,4,3,4,4,1,4,1,1,1,4,4,1,1,3,1,3,1,NA,1,4,4,1,4,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-385,1992,MN,North,USA,N_America,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,NA,1,1,4,1,0,1,3,1,2,0,3,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-386,1992,MN,North,USA,N_America,3,4,3,4,1,1,NA,0,3,1,1,1,1,1,1,1,1,3,1,1,NA,4,1,1,1,4,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-387,1992,MN,North,USA,N_America,3,4,4,1,1,1,4,4,1,1,1,4,1,1,2,1,1,1,1,4,2,1,1,1,2,3,1,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
92MNB-388,1992,MN,North,USA,N_America,3,4,1,2,4,1,4,1,1,1,1,4,1,1,2,1,NA,1,NA,1,4,NA,1,1,1,4,1,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93AL-131,1993,AL,South,USA,N_America,3,4,1,1,1,1,1,1,1,1,NA,4,1,NA,0,1,3,0,0,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-132,1993,AL,South,USA,N_America,3,4,1,3,1,1,3,1,1,1,1,3,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-133,1993,AL,South,USA,N_America,3,4,1,3,0,1,1,0,1,0,1,3,0,1,0,1,0,1,1,1,1,3,0,1,NA,1,1,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-134,1993,AL,South,USA,N_America,3,1,1,1,1,1,1,3,1,1,0,0,1,1,2,1,1,NA,0,1,1,1,1,1,2,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-135,1993,AL,South,USA,N_America,3,4,1,2,0,1,4,0,1,0,1,3,0,0,0,1,1,0,0,1,2,3,0,0,0,0,1,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-136,1993,AL,South,USA,N_America,3,4,4,1,1,1,4,1,1,1,1,3,1,1,3,1,1,0,1,1,2,1,1,1,1,1,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-137,1993,AL,South,USA,N_America,3,4,1,2,0,0,4,0,1,1,1,1,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-138,1993,AL,South,USA,N_America,3,4,1,NA,1,1,3,1,1,1,NA,4,1,1,0,1,0,1,1,1,1,NA,0,1,1,1,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-139,1993,AL,South,USA,N_America,3,4,1,1,1,1,3,1,1,1,1,NA,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-140,1993,AL,South,USA,N_America,3,4,4,1,0,1,NA,0,1,1,1,4,1,0,1,1,1,1,0,NA,1,1,0,1,0,1,0,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AL-141,1993,AL,South,USA,N_America,3,4,4,3,1,1,4,0,1,0,0,4,1,0,3,1,2,0,NA,NA,3,4,NA,0,1,1,0,4,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93AL-142,1993,AL,South,USA,N_America,3,4,4,3,3,3,4,0,2,1,0,4,0,1,2,3,1,0,1,4,3,3,1,3,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93AL-206,1993,AL,South,USA,N_America,3,0,4,1,0,1,1,0,3,0,0,0,NA,0,2,NA,1,NA,3,4,4,4,0,0,1,4,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93AR-207,1993,AR,South,USA,N_America,3,NA,1,1,1,1,3,1,1,1,1,4,1,NA,0,1,NA,1,0,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93AZ-128,1993,AZ,South,USA,N_America,3,4,1,1,1,1,3,0,1,1,1,4,1,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93CA-164,1993,CA,North,USA,N_America,3,3,4,3,1,1,4,0,1,0,0,4,0,NA,3,1,3,0,NA,NA,NA,NA,0,NA,1,1,0,1,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93CA-165,1993,CA,North,USA,N_America,3,4,1,1,1,1,NA,1,1,1,0,4,1,1,0,1,1,0,NA,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93CA-166,1993,CA,North,USA,N_America,3,4,0,4,0,0,4,0,2,0,0,4,0,0,0,0,3,1,1,1,3,3,0,0,2,1,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93CA-169,1993,CA,North,USA,N_America,3,4,0,4,0,0,3,0,1,0,0,4,0,0,0,NA,3,0,NA,0,3,3,0,0,NA,0,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93CA167,1993,CA,North,USA,N_America,3,4,3,3,0,0,3,0,1,0,0,4,0,0,0,0,3,NA,3,3,NA,3,0,0,1,1,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93FL-157,1993,FL,South,USA,N_America,3,4,2,4,1,0,1,0,1,0,0,4,0,0,0,0,2,0,NA,3,3,3,0,0,1,1,0,0,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93FL-158,1993,FL,South,USA,N_America,3,4,4,1,1,1,4,0,1,0,0,4,1,0,1,1,1,1,3,4,3,4,1,0,1,3,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93FL-159,1993,FL,South,USA,N_America,3,4,4,3,2,1,3,3,3,0,NA,3,0,NA,2,2,2,3,3,3,3,3,1,0,3,2,0,2,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93FL-160,1993,FL,South,USA,N_America,3,4,1,1,1,2,2,3,4,0,0,3,NA,0,3,1,2,3,NA,NA,3,1,1,1,1,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93FL-161,1993,FL,South,USA,N_America,3,4,2,3,1,1,2,NA,1,1,0,4,0,NA,1,1,3,0,1,1,1,3,1,1,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93FL-162,1993,FL,South,USA,N_America,3,4,0,3,1,0,3,0,2,0,0,3,0,0,0,1,1,1,1,0,3,3,1,0,1,1,NA,0,1,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
93FL-163,1993,FL,South,USA,N_America,3,3,NA,1,0,0,1,0,1,0,0,3,0,0,0,1,1,1,1,0,3,3,1,0,1,1,0,1,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
93GA-143,1993,GA,South,USA,N_America,3,4,1,3,1,0,3,0,1,0,0,4,0,0,1,1,2,1,2,1,3,4,1,0,1,2,0,3,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93GA-144,1993,GA,South,USA,N_America,3,4,1,3,1,1,3,0,2,0,0,3,0,0,0,3,1,0,1,0,3,3,1,NA,1,2,0,NA,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
93IA-253,1993,IA,North,USA,N_America,3,4,0,1,4,4,4,NA,1,1,NA,0.5,NA,0,0.5,4,1,0.5,0.5,0.5,NA,1,1,3.5,1,3.5,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93IA-263,1993,IA,North,USA,N_America,3,4,1,3,0,0,3,0,1,0,0,4,0,0,0,NA,NA,1,1,1,4,4,1,0,1,1,NA,1,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93IL-342,1993,IL,North,USA,N_America,3,4,1,3,3,NA,2,0,1,0,0,4,NA,0,NA,1,NA,0,1,1,3,4,1,NA,1,2,0,1,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93IL-344,1993,IL,North,USA,N_America,3,4,4,4,1,4,4,0,2,1,0,0,0,0,1,4,4,0,NA,1,1,0,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93IL-346,1993,IL,North,USA,N_America,3,4,1,3,4,1,NA,1,2,1,0,1,0,NA,1,1,2,NA,0,0,4,4,1,3,NA,4,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93IL-347,1993,IL,North,USA,N_America,3,4,0,3,3,0,3,0,1,NA,0,NA,NA,0,0,NA,NA,1,1,0,3,3,1,0,1,1,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
93IL-348,1993,IL,North,USA,N_America,3,4,3,4,4,4,3,NA,3,1,2,1,0,0,2,4,4,4,3,3,2,2,1,3,1,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-001,1993,LA,South,USA,N_America,3,4,4,3,1,1,4,0,1,0,NA,4,NA,1,1,1,2,NA,3,4,4,3,1,0,1,2,0,4,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-002,1993,LA,South,USA,N_America,3,4,1,4,3,3,4,1,1,NA,0,4,0,NA,1,3,3,0,1,1,4,4,1,3,1,2,0,2,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-003,1993,LA,South,USA,N_America,3,4,1,4,0,0,1,0,1,0,0,4,0,0,0,0,1,1,1,0,3,4,0,0,1,1,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-004,1993,LA,South,USA,N_America,3,4,1,NA,4,4,NA,0,3,0,0,NA,NA,0,0,NA,1,0,1,0,3,3,1,4,2,1,0,0,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-005,1993,LA,South,USA,N_America,3,4,4,4,1,1,4,0,1,0,0,4,1,0,1,1,4,0,2,1,1,1,1,1,1,4,0,3,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-006,1993,LA,South,USA,N_America,3,1,0,1,1,1,1,4,1,0,0,1,0,0,3,3,1,1,0,0,2,1,1,0,2,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-007,1993,LA,South,USA,N_America,3,4,1,3,1,1,NA,0,1,0,0,4,0,0,0,1,1,0,1,0,1,3,1,0,1,1,0,1,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
93LA-008,1993,LA,South,USA,N_America,3,4,1,4,1,0,3,NA,1,0,0,4,0,NA,NA,1,NA,1,1,1,4,4,1,0,2,1,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-009,1993,LA,South,USA,N_America,3,NA,0,1,1,1,1,3,3,0,0,NA,NA,0,4,1,1,NA,0,0,2,1,1,1,1,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-010,1993,LA,South,USA,N_America,3,4,1,2,1,NA,2,4,1,NA,NA,3,1,0,3,1,2,NA,0,1,2,1,1,0,1,3,0,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-011,1993,LA,South,USA,N_America,3,4,1,3,3,1,4,3,4,3,0,4,1,0,4,1,3,3,1,NA,1,1,1,1,NA,4,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-012,1993,LA,South,USA,N_America,3,4,0,1,0,0,3,0,4,0,0,4,NA,NA,2,1,1,0,0,NA,3,1,0,0,1,3,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-013,1993,LA,South,USA,N_America,3,4,1,4,0,1,3,0,1,0,0,4,0,0,0,1,3,0,0,1,4,4,0,0,1,2,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-014,1993,LA,South,USA,N_America,3,4,0,3,1,0,1,0,1,0,0,4,0,0,0,0,3,0,1,1,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-015,1993,LA,South,USA,N_America,3,4,1,3,0,0,3,0,1,0,0,4,0,0,0,1,1,1,1,0,3,3,0,0,NA,1,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-016,1993,LA,South,USA,N_America,3,4,1,4,0,0,4,0,1,0,1,4,NA,0,0,1,3,0,1,0,2,3,0,0,1,1,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-017,1993,LA,South,USA,N_America,3,4,1,3,0,0,4,0,1,0,0,4,0,0,0,1,3,0,1,1,3,3,1,0,1,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-018,1993,LA,South,USA,N_America,3,4,4,1,0,0,4,0,1,NA,NA,4,0,NA,3,1,3,NA,3,4,3,3,0,0,2,2,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-019,1993,LA,South,USA,N_America,3,4,4,NA,4,4,4,4,4,4,NA,NA,4,4,4,4,1,3,3,3,3,NA,1,0,4,3,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-020,1993,LA,South,USA,N_America,3,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,3,4,3,4,1,1,0,0,3,4,0,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93LA-021,1993,LA,South,USA,N_America,3,4,4,4,4,4,4,4,4,4,0,2,4,4,4,4,2,4,4,4,3,0,2,0,4,4,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
93LA-022,1993,LA,South,USA,N_America,3,4,4,4,4,4,4,4,4,4,NA,3,4,3,4,4,2,4,4,4,4,3,1,NA,4,4,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93LA-023,1993,LA,South,USA,N_America,3,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,2,0,1,0,4,4,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93LA-023-1,1993,LA,South,USA,N_America,3,4,4,4,4,3,4,4,4,4,0,4,3,4,4,4,4,4,4,4,4,4,2,0,3,3,0,4,3,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA
93LA-023-2,1993,LA,South,USA,N_America,3,3,3,2,0,0,3,0,1,0,0,3,0,0,0,0,1,0,1,3,2,3,0,0,1,1,0,0,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
93LA-024,1993,LA,South,USA,N_America,3,4,4,1,NA,0,4,0,1,0,0,4,0,NA,2,NA,0,0,3,4,2,3,1,0,NA,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-025,1993,LA,South,USA,N_America,3,4,1,3,1,1,3,NA,1,0,0,4,0,0,0,1,3,0,2,1,3,4,0,0,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-026,1993,LA,South,USA,N_America,3,4,2,4,NA,0,4,0,1,0,0,4,0,0,0,0,3,0,1,1,3,3,1,0,1,2,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-027,1993,LA,South,USA,N_America,3,4,4,1,1,0,4,0,2,NA,0,4,NA,0,3,1,1,0,3,4,3,3,1,1,NA,2,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-027-1,1993,LA,South,USA,N_America,3,4,4,2,1,1,NA,1,1,1,1,0,0,0,1,0,3,0,3,4,1,1,1,0,1,4,0,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-027-2,1993,LA,South,USA,N_America,3,4,4,1,1,0,4,0,1,0,0,4,0,0,2,1,NA,NA,3,4,3,3,1,0,NA,2,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-028,1993,LA,South,USA,N_America,3,4,3,1,0,0,3,0,1,NA,NA,4,0,0,3,0,3,0,2,4,2,2,0,0,0,2,NA,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-029,1993,LA,South,USA,N_America,3,0,1,1,0,0,0,3,2,0,0,0,0,0,3,1,1,3,0,0,2,0,0,0,3,2,0,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-029-1,1993,LA,South,USA,N_America,3,4,4,3,1,0,4,0,1,0,NA,4,0,0,2,1,3,0,3,4,3,3,0,0,1,2,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-029-2,1993,LA,South,USA,N_America,3,4,2,2,1,0,3,0,1,0,0,4,0,NA,1,1,3,0,1,3,3,3,1,0,1,2,0,0,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-030,1993,LA,South,USA,N_America,3,4,2,3,1,1,3,NA,1,0,NA,4,0,1,1,1,3,0,1,1,3,4,1,0,1,2,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-030-1,1993,LA,South,USA,N_America,3,4,NA,2,1,1,1,4,1,NA,0,3,0,0,3,1,2,2,0,0,2,1,1,0,1,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-031,1993,LA,South,USA,N_America,3,4,4,3,1,1,4,0,1,0,NA,4,0,NA,1,1,3,0,3,4,3,3,1,0,1,1,0,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-032,1993,LA,South,USA,N_America,3,4,4,3,1,1,4,1,1,1,0,4,0,NA,3,1,3,NA,3,4,3,3,1,0,1,NA,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-033,1993,LA,South,USA,N_America,3,4,4,3,1,1,4,0,1,0,0,4,1,0,1,0,1,0,3,4,3,4,0,0,2,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-034,1993,LA,South,USA,N_America,3,NA,1,1,0,1,0,3,1,0,0,1,0,0,3,0,1,3,0,0,3,1,1,0,1,3,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-035,1993,LA,South,USA,N_America,3,4,4,1,0,0,0,0,1,1,4,4,0,0,1,0,1,0,1,3,2,3,0,0,1,4,0,0,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-036,1993,LA,South,USA,N_America,3,4,4,3,0,0,3,0,1,0,0,4,0,NA,2,0,3,0,2,4,3,4,0,0,1,2,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-037,1993,LA,South,USA,N_America,3,4,4,3,1,1,4,0,1,0,0,4,NA,0,3,1,2,0,2,3,3,3,0,1,1,2,0,3,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-038,1993,LA,South,USA,N_America,3,4,4,3,NA,1,4,0,1,0,0,4,3,1,1,0,3,0,2,4,3,3,0,0,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-038-1,1993,LA,South,USA,N_America,3,4,4,3,1,1,3,0,1,0,0,4,0,NA,1,1,2,0,3,4,4,4,0,0,0,2,0,3,2,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-038-2,1993,LA,South,USA,N_America,3,4,4,4,0,0,4,0,1,1,0,4,0,NA,NA,1,3,0,3,4,4,3,0,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-039,1993,LA,South,USA,N_America,3,4,4,2,1,1,4,0,1,0,0,4,0,NA,1,0,2,2,3,NA,3,3,NA,0,1,2,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-041,1993,LA,South,USA,N_America,3,4,4,1,2,1,4,0,1,1,0,4,1,0,1,1,1,1,3,4,3,3,1,0,2,3,0,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-042,1993,LA,South,USA,N_America,3,4,4,3,0,1,4,0,1,0,0,4,0,0,2,0,2,2,3,4,3,3,0,0,1,1,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-043,1993,LA,South,USA,N_America,3,4,0,1,1,1,NA,1,3,0,0,4,NA,NA,1,1,1,1,0,0,3,1,1,0,2,3,0,0,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-044,1993,LA,South,USA,N_America,3,4,4,1,1,1,4,0,1,1,0,4,1,1,2,1,3,0,3,4,3,4,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-045,1993,LA,South,USA,N_America,3,4,4,1,2,1,4,0,1,0,NA,4,0,NA,2,1,1,0,3,4,3,NA,1,0,NA,3,0,1,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-047,1993,LA,South,USA,N_America,3,4,4,2,0,0,4,0,1,0,0,4,1,0,1,0,1,0,1,4,3,3,0,0,NA,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-050,1993,LA,South,USA,N_America,3,4,1,1,0,1,4,0,1,0,0,4,0,0,1,0,3,1,1,0,3,3,0,0,1,1,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-052,1993,LA,South,USA,N_America,3,4,1,3,0,1,3,0,1,0,0,4,0,NA,0,0,2,2,1,1,3,3,0,0,1,2,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-052-1,1993,LA,South,USA,N_America,3,4,NA,3,1,1,3,0,1,0,0,4,0,0,0,1,NA,NA,1,NA,3,4,NA,0,2,1,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-052-2,1993,LA,South,USA,N_America,3,4,1,2,0,1,4,0,1,0,0,4,NA,0,0,0,2,0,1,2,3,3,1,0,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-052-3,1993,LA,South,USA,N_America,3,4,1,1,0,1,4,0,1,0,0,4,0,0,0,1,3,0,0,1,3,3,0,0,1,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-052-4,1993,LA,South,USA,N_America,3,4,4,3,0,0,4,0,1,0,0,4,0,0,2,0,2,NA,3,4,3,4,0,0,2,2,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93LA-052-5,1993,LA,South,USA,N_America,3,4,1,1,1,1,4,NA,1,0,4,4,0,0,1,0,2,0,0,0,4,4,1,0,1,3,0,1,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93LA-054,1993,LA,South,USA,N_America,3,4,3,1,0,0,4,0,1,0,0,4,NA,0,1,0,2,0,3,3,3,0,3,0,3,2,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-055,1993,LA,South,USA,N_America,3,4,4,1,0,1,4,0,1,0,0,4,0,0,1,1,2,0,2,3,3,3,0,0,1,2,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-056,1993,LA,South,USA,N_America,3,1,0,1,0,1,1,4,1,1,0,1,0,NA,2,2,1,NA,0,0,2,NA,1,1,1,3,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93LA-057,1993,LA,South,USA,N_America,3,1,1,1,0,1,1,3,1,0,0,0,0,0,1,0,1,1,NA,0,1,1,0,0,1,NA,0,NA,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
